19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,0
19,-1
19,-1
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,2
20,1
20,1
20,1
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,3
21,4
21,4
22,4
21,3
21,3
21,4
21,4
21,4
21,4
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
22,5
23,5
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
24,7
24,7
24,7
24,7
24,7
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,9
24,9
24,9
24,9
24,9
24,9
24,9
24,9
25,9
25,9
25,9
25,9
25,9
25,9
25,9
25,9
25,9
25,9
25,10
25,10
25,10
25,10
25,10
25,10
25,10
25,10
25,10
25,10
25,10
25,10
25,10
25,10
25,10
25,10
25,10
25,10
25,11
25,11
26,11
26,11
26,11
26,11
26,11
26,11
26,11
26,11
26,11
26,11
26,11
26,11
26,11
26,11
26,12
26,12
26,12
26,12
26,12
26,12
26,12
26,12
26,12
26,12
26,12
26,12
26,12
27,12
27,12
27,13
27,13
27,13
27,13
27,13
27,13
27,13
27,13
27,13
27,13
27,13
27,13
27,14
27,14
27,14
27,14
27,14
27,14
27,14
27,14
27,14
27,14
28,14
28,14
28,14
28,14
28,14
28,15
28,15
28,15
28,15
28,15
28,15
28,15
28,15
28,15
28,15
28,15
28,15
28,15
28,16
28,16
28,16
28,16
29,16
29,16
29,16
29,16
29,16
29,16
29,16
29,16
29,17
29,17
28,17
29,17
29,17
29,17
29,17
29,17
29,17
29,17
29,17
29,18
30,18
30,18
30,18
30,18
30,18
30,18
30,18
30,18
30,18
30,18
30,19
30,18
30,19
30,19
30,19
30,19
30,19
31,19
31,19
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,20
31,21
31,21
31,21
31,21
32,21
31,21
32,21
32,21
32,21
32,22
32,22
32,22
32,22
32,22
32,22
32,22
32,22
32,23
32,23
32,23
33,23
33,23
33,23
33,23
33,23
33,24
34,24
33,24
33,24
33,24
33,24
33,24
33,24
34,25
34,25
34,25
34,25
34,25
34,25
34,25
34,26
34,26
34,26
34,26
34,26
35,26
35,26
35,26
35,27
35,27
35,27
35,27
35,27
35,28
35,28
35,28
36,28
36,28
36,28
36,29
36,29
36,29
36,29
36,29
36,29
36,30
36,30
37,30
37,30
37,30
37,30
37,31
37,31
37,31
37,31
37,31
38,32
38,32
38,32
38,32
38,32
38,33
38,33
38,33
38,33
39,33
39,34
39,34
39,34
39,34
39,34
39,35
39,35
40,35
40,35
40,35
40,36
40,36
40,36
40,36
41,37
41,37
41,37
41,37
41,38
41,38
41,38
41,38
42,39
42,39
42,39
42,40
42,39
42,40
43,40
43,40
43,41
43,41
43,41
43,42
44,42
44,42
44,42
44,43
44,43
44,43
45,44
45,44
45,44
45,45
45,45
45,45
46,46
46,46
46,46
46,47
46,47
47,47
47,48
47,48
47,48
47,49
48,49
48,49
48,50
48,50
49,51
49,51
49,51
49,52
49,52
50,53
50,53
50,53
50,54
51,54
51,55
51,55
51,56
52,56
52,57
52,57
53,57
53,58
53,58
53,59
54,59
54,60
54,61
55,61
55,62
56,63
56,63
56,64
57,64
57,65
57,66
58,66
58,67
58,67
59,68
59,69
59,69
60,70
60,71
61,71
61,72
61,73
62,74
62,74
63,75
63,76
64,77
64,77
64,78
65,79
65,80
66,81
66,82
67,82
67,83
68,84
69,85
69,86
70,87
70,88
71,89
71,90
72,91
73,92
73,93
74,95
75,96
75,97
76,98
77,99
77,101
78,102
79,103
80,105
80,106
81,107
82,109
83,110
84,112
85,113
86,115
87,117
88,118
89,120
90,122
91,124
92,126
93,128
94,130
95,132
97,134
98,136
99,138
100,140
102,143
103,145
105,148
106,151
108,153
110,156
111,159
113,162
115,165
117,169
119,172
121,176
123,179
125,183
127,187
130,191
132,195
135,200
138,205
140,210
143,215
146,220
150,226
153,232
157,238
161,245
165,252
169,259
173,267
178,275
183,284
189,293
194,303
201,314
207,325
214,337
222,351
230,365
239,380
248,397
259,415
271,435
283,457
297,481
312,507
330,537
349,571
371,608
395,651
424,701
457,758
496,826
543,907
600,1005
670,1127
759,1281
877,1485
1038,1765
1275,2175
1653,2829
2355,4046
4111,7086
16399,28370
-8177,-14197
-3262,-5684
-2033,-3556
-1475,-2588
-1156,-2035
-949,-1678
-805,-1427
-698,-1242
-616,-1100
-550,-987
-497,-895
-454,-819
-417,-755
-385,-700
-358,-653
-334,-612
-313,-576
-295,-544
-278,-515
-263,-489
-250,-466
-238,-444
-226,-425
-216,-408
-207,-392
-198,-377
-190,-363
-183,-350
-176,-338
-169,-327
-163,-317
-158,-307
-153,-298
-148,-289
-143,-281
-138,-273
-134,-266
-130,-259
-127,-253
-123,-247
-120,-241
-116,-235
-113,-230
-110,-225
-108,-220
-105,-215
-102,-211
-100,-206
-98,-202
-95,-198
-93,-195
-91,-191
-89,-188
-87,-184
-85,-181
-83,-178
-82,-175
-80,-172
-78,-169
